customer_id,company_name,industry,subscription_tier,contract_type,payment_method,signup_cohort,tenure_months,monthly_charges,total_charges,active_user_seats,feature_adoption_rate,support_tickets_30d,days_since_last_login,nps_score,churn_risk_score,risk_tier,churn_status,churn_reason
CUST-12153,Titan Smart Technologies,Manufacturing,Professional,2-Year,Electronic Check,2025-11,4,365.84,1441.08,14,35,0,0,9,1.3,Low Risk,0,N/A
CUST-12154,Zenith Smart Technologies,E-Commerce,Starter,1-Year,Bank Transfer,2024-02,26,145.99,3708.49,6,64,1,0,9,1.6,Low Risk,0,N/A
CUST-12155,Strata Smart Technologies,Technology,Starter,Month-to-Month,Electronic Check,2024-09,11,151.33,1660.95,5,75,0,3,7,34.3,Low Risk,0,N/A
CUST-12156,Synapse Smart Technologies,Financial Services,Professional,Month-to-Month,Bank Transfer,2026-06,2,433.4,863.32,19,48,0,2,8,33.2,Low Risk,0,N/A
CUST-12157,Vortex Smart Technologies,Manufacturing,Enterprise,1-Year,Credit Card,2025-08,5,1445.8,6949.63,83,26,0,2,10,11.4,Low Risk,1,Poor Onboarding Experience
CUST-12158,Vector Smart Technologies,Healthcare,Professional,Month-to-Month,Bank Transfer,2025-09,9,517.28,4499.55,30,20,0,8,7,62.2,Medium Risk,1,Missing Core Feature
CUST-12159,Zenith Smart Technologies,Manufacturing,Professional,Month-to-Month,Bank Transfer,2024-11,8,470.63,3900.76,25,65,0,14,1,56.2,Medium Risk,1,Budget Reallocation / Price
CUST-12160,Aegis Smart Technologies,E-Commerce,Professional,Month-to-Month,Credit Card,2025-07,9,396.19,3493.38,14,90,0,0,2,22.3,Low Risk,1,Executive Leadership Turnover
CUST-12161,Orion Smart Technologies,Technology,Starter,Month-to-Month,Credit Card,2026-01,1,121.25,119.44,1,71,1,14,9,23.1,Low Risk,0,N/A
CUST-12162,Apex Data Analytics,Financial Services,Professional,2-Year,Bank Transfer,2025-05,2,508.57,1010.88,30,29,4,0,3,63.4,Medium Risk,0,N/A
CUST-12163,Vanguard Data Analytics,Technology,Enterprise,Month-to-Month,Bank Transfer,2024-10,10,1514.06,14873.3,91,26,4,5,6,85.2,High Risk,1,Poor Onboarding Experience
CUST-12164,Nexus Data Analytics,Healthcare,Starter,1-Year,Credit Card,2025-11,6,167.61,1020.12,9,62,4,0,10,12.5,Low Risk,0,N/A
CUST-12165,Quantum Data Analytics,Healthcare,Professional,Month-to-Month,Electronic Check,2024-02,10,391.03,4060.44,16,94,2,2,5,19.0,Low Risk,0,N/A
CUST-12166,Hyperion Data Analytics,Healthcare,Professional,1-Year,Credit Card,2026-03,4,479.91,1960.08,27,45,0,1,10,3.9,Low Risk,0,N/A
CUST-12167,Aura Data Analytics,Education,Enterprise,1-Year,Bank Transfer,2026-06,1,1493.23,1512.49,89,86,3,5,7,11.4,Low Risk,0,N/A
CUST-12168,Catalyst Data Analytics,Manufacturing,Starter,Month-to-Month,Credit Card,2024-03,9,171.56,1592.78,8,25,6,14,6,85.2,High Risk,1,Missing Core Feature
CUST-12169,Pulse Data Analytics,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2024-12,18,1745.91,30484.33,119,97,0,5,9,7.9,Low Risk,0,N/A
CUST-12170,Vertex Data Analytics,Education,Starter,Month-to-Month,Electronic Check,2025-06,10,117.87,1208.84,3,39,4,1,6,48.8,Medium Risk,1,Competitor Migration
CUST-12171,Starlight Data Analytics,Manufacturing,Professional,2-Year,Credit Card,2025-09,6,408.55,2402.38,19,61,1,5,5,11.9,Low Risk,0,N/A
CUST-12172,Beacon Data Analytics,Healthcare,Professional,1-Year,Electronic Check,2025-01,5,544.38,2618.22,31,61,0,2,9,3.9,Low Risk,0,N/A
CUST-12173,Cobalt Data Analytics,Healthcare,Starter,1-Year,Credit Card,2026-02,1,89.25,88.96,1,22,0,1,3,59.9,Medium Risk,1,Low User Adoption
CUST-12174,Crest Data Analytics,Manufacturing,Starter,1-Year,Credit Card,2024-03,5,156.88,761.8,5,26,3,0,8,21.4,Low Risk,0,N/A
CUST-12175,Elevation Data Analytics,Healthcare,Professional,Month-to-Month,Credit Card,2024-02,25,388.81,9388.65,14,86,3,1,5,10.0,Low Risk,0,N/A
CUST-12176,Frontier Data Analytics,Financial Services,Professional,1-Year,Electronic Check,2025-03,8,429.37,3496.69,21,95,6,5,10,10.4,Low Risk,0,N/A
CUST-12177,Horizon Data Analytics,Technology,Professional,1-Year,Credit Card,2024-05,5,357.57,1833.9,9,17,1,3,7,34.3,Low Risk,0,N/A
CUST-12178,Integra Data Analytics,Technology,Professional,1-Year,Credit Card,2026-03,1,328.33,331.15,7,34,0,0,3,59.9,Medium Risk,0,N/A
CUST-12179,Kinetic Data Analytics,E-Commerce,Professional,1-Year,Bank Transfer,2026-04,4,405.96,1645.46,15,70,0,5,4,33.2,Low Risk,0,N/A
CUST-12180,Luminary Data Analytics,Education,Professional,2-Year,Bank Transfer,2026-05,3,371.55,1079.13,12,34,3,2,7,14.2,Low Risk,0,N/A
CUST-12181,Meridian Data Analytics,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2025-07,6,1423.64,8375.97,81,36,4,1,9,26.9,Low Risk,0,N/A
CUST-12182,Nova Data Analytics,Financial Services,Professional,Month-to-Month,Electronic Check,2025-09,7,383.6,2644.19,13,84,1,0,10,3.6,Low Risk,0,N/A
CUST-12183,Omni Data Analytics,Healthcare,Starter,1-Year,Credit Card,2024-11,18,149.01,2719.69,7,78,1,5,6,6.6,Low Risk,0,N/A
CUST-12184,Pinnacle Data Analytics,Education,Starter,Month-to-Month,Credit Card,2025-04,2,164.45,322.75,7,36,4,2,8,63.4,Medium Risk,1,Executive Leadership Turnover
CUST-12185,Acro Data Analytics,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2025-01,13,1906.39,24139.12,139,17,0,0,7,46.3,Medium Risk,1,Missing Core Feature
CUST-12186,Boreal Data Analytics,Financial Services,Starter,2-Year,Credit Card,2024-08,24,186.13,4637.49,10,73,5,3,5,21.4,Low Risk,0,N/A
CUST-12187,Cortex Data Analytics,Manufacturing,Starter,2-Year,Electronic Check,2024-09,15,133.86,1990.47,6,49,2,0,7,2.8,Low Risk,0,N/A
CUST-12188,Equinox Data Analytics,E-Commerce,Starter,2-Year,Credit Card,2025-09,8,171.9,1413.72,9,70,0,0,10,1.3,Low Risk,0,N/A
CUST-12189,Flux Data Analytics,Healthcare,Starter,Month-to-Month,Electronic Check,2024-02,24,108.01,2620.75,1,80,2,2,4,10.0,Low Risk,0,N/A
CUST-12190,Galactic Data Analytics,Healthcare,Professional,1-Year,Bank Transfer,2024-04,2,382.15,747.76,12,75,2,1,5,27.9,Low Risk,1,Poor Onboarding Experience
CUST-12191,Helix Data Analytics,E-Commerce,Enterprise,Month-to-Month,Bank Transfer,2024-05,1,1537.07,1506.74,94,23,1,5,8,71.1,High Risk,1,Poor Onboarding Experience
CUST-12192,Infini Data Analytics,Education,Starter,1-Year,Credit Card,2024-07,21,123.15,2551.4,3,65,0,0,8,4.7,Low Risk,0,N/A
CUST-12193,Krypton Data Analytics,Education,Professional,2-Year,Bank Transfer,2024-04,20,322.49,6644.38,5,53,2,3,8,2.5,Low Risk,0,N/A
CUST-12194,Matrix Data Analytics,Healthcare,Professional,Month-to-Month,Credit Card,2024-05,8,296.34,2402.9,5,56,0,3,7,34.3,Low Risk,1,Competitor Migration
CUST-12195,Neutron Data Analytics,Education,Starter,Month-to-Month,Electronic Check,2025-07,2,129.91,251.75,5,70,2,0,10,13.6,Low Risk,1,Low User Adoption
CUST-12196,Optima Data Analytics,E-Commerce,Professional,1-Year,Credit Card,2025-08,7,352.84,2371.37,12,86,1,2,1,8.3,Low Risk,0,N/A
CUST-12197,Prism Data Analytics,Financial Services,Starter,Month-to-Month,Bank Transfer,2025-01,9,125.25,1148.39,5,89,1,0,8,8.7,Low Risk,0,N/A
CUST-12198,Radiant Data Analytics,Manufacturing,Starter,Month-to-Month,Credit Card,2024-05,19,157.01,2892.27,6,67,3,0,1,20.6,Low Risk,1,Missing Core Feature
CUST-12199,Solaris Data Analytics,Technology,Starter,2-Year,Credit Card,2025-07,12,111.9,1306.54,1,68,0,3,5,14.2,Low Risk,0,N/A
CUST-12200,Titan Data Analytics,Financial Services,Starter,Month-to-Month,Credit Card,2025-06,1,138.87,140.38,4,56,1,1,10,13.6,Low Risk,0,N/A
CUST-12201,Zenith Data Analytics,Healthcare,Starter,2-Year,Electronic Check,2024-10,16,148.91,2356.66,5,66,0,1,9,1.3,Low Risk,0,N/A
CUST-12202,Strata Data Analytics,Technology,Starter,1-Year,Bank Transfer,2025-10,7,158.67,1069.85,6,38,1,3,8,14.2,Low Risk,0,N/A
CUST-12203,Synapse Data Analytics,Technology,Enterprise,Month-to-Month,Bank Transfer,2024-09,12,1502.6,17479.78,90,83,3,1,8,8.7,Low Risk,0,N/A
CUST-12204,Vortex Data Analytics,Manufacturing,Professional,1-Year,Electronic Check,2024-05,6,532.61,3244.78,30,92,6,0,10,5.7,Low Risk,0,N/A
CUST-12205,Vector Data Analytics,Financial Services,Professional,Month-to-Month,Bank Transfer,2026-02,3,403.37,1244.24,16,87,1,1,7,14.8,Low Risk,0,N/A
CUST-12206,Zenith Data Analytics,Technology,Professional,1-Year,Credit Card,2024-01,23,517.22,11658.25,30,54,2,1,10,1.6,Low Risk,0,N/A
CUST-12207,Aegis Data Analytics,Education,Starter,1-Year,Electronic Check,2024-12,17,140.02,2351.52,7,88,1,14,9,2.7,Low Risk,0,N/A
CUST-12208,Orion Data Analytics,Healthcare,Starter,1-Year,Credit Card,2025-01,2,121.55,234.74,4,15,4,0,7,67.9,High Risk,0,N/A
CUST-12209,Apex Cloud Analytics,Education,Professional,1-Year,Credit Card,2024-01,22,473.08,10599.7,23,78,0,8,8,3.9,Low Risk,0,N/A
CUST-12210,Vanguard Cloud Analytics,Manufacturing,Professional,2-Year,Electronic Check,2024-05,15,475.77,7371.98,25,28,1,8,8,14.8,Low Risk,0,N/A
CUST-12211,Nexus Cloud Analytics,Healthcare,Starter,2-Year,Credit Card,2026-05,1,174.69,174.86,8,80,1,2,10,0.9,Low Risk,0,N/A
CUST-12212,Quantum Cloud Analytics,Manufacturing,Professional,Month-to-Month,Bank Transfer,2025-07,8,460.55,3727.15,22,65,2,0,9,7.9,Low Risk,0,N/A
CUST-12213,Hyperion Cloud Analytics,E-Commerce,Starter,1-Year,Credit Card,2026-02,3,175.46,539.01,10,50,0,2,8,16.1,Low Risk,0,N/A
CUST-12214,Aura Cloud Analytics,Financial Services,Starter,1-Year,Electronic Check,2025-12,4,104.82,412.49,1,32,1,3,6,34.3,Low Risk,0,N/A
CUST-12215,Catalyst Cloud Analytics,E-Commerce,Enterprise,Month-to-Month,Electronic Check,2024-09,8,1142.63,9016.28,47,58,1,8,5,51.2,Medium Risk,0,N/A
CUST-12216,Pulse Cloud Analytics,Education,Professional,Month-to-Month,Electronic Check,2025-11,7,538.37,3820.43,32,61,1,1,7,18.2,Low Risk,0,N/A
CUST-12217,Vertex Cloud Analytics,Financial Services,Professional,Month-to-Month,Credit Card,2026-03,2,520.83,1083.0,30,54,2,1,10,13.6,Low Risk,0,N/A
CUST-12218,Starlight Cloud Analytics,Education,Professional,Month-to-Month,Electronic Check,2024-04,22,525.53,11554.2,30,96,3,1,1,10.0,Low Risk,0,N/A
CUST-12219,Beacon Cloud Analytics,Manufacturing,Starter,Month-to-Month,Credit Card,2025-05,6,170.99,1012.81,10,51,0,8,7,34.3,Low Risk,0,N/A
CUST-12220,Cobalt Cloud Analytics,Manufacturing,Starter,Month-to-Month,Credit Card,2024-05,27,114.48,3143.12,1,65,0,0,5,24.0,Low Risk,0,N/A
CUST-12221,Crest Cloud Analytics,Technology,Starter,1-Year,Bank Transfer,2024-05,5,153.96,759.31,8,46,0,1,6,9.5,Low Risk,0,N/A
CUST-12222,Elevation Cloud Analytics,Technology,Professional,Month-to-Month,Credit Card,2024-02,30,488.49,15210.85,27,34,0,1,7,28.9,Low Risk,1,Poor Onboarding Experience
CUST-12223,Frontier Cloud Analytics,Financial Services,Enterprise,1-Year,Credit Card,2024-04,25,1690.73,43812.06,112,35,0,2,10,1.9,Low Risk,0,N/A
CUST-12224,Horizon Cloud Analytics,Healthcare,Professional,Month-to-Month,Credit Card,2024-01,15,510.95,7689.4,28,66,0,0,9,9.5,Low Risk,0,N/A
CUST-12225,Integra Cloud Analytics,Healthcare,Professional,Month-to-Month,Bank Transfer,2025-06,12,459.92,5554.64,25,60,0,0,5,40.1,Medium Risk,1,Budget Reallocation / Price
CUST-12226,Kinetic Cloud Analytics,Technology,Starter,Month-to-Month,Bank Transfer,2025-04,16,147.43,2386.46,7,83,1,2,10,3.6,Low Risk,0,N/A
CUST-12227,Luminary Cloud Analytics,E-Commerce,Professional,1-Year,Bank Transfer,2026-03,4,360.18,1426.55,11,19,0,0,8,25.0,Low Risk,1,Low User Adoption
CUST-12228,Meridian Cloud Analytics,Education,Enterprise,Month-to-Month,Electronic Check,2024-01,6,1228.18,7088.09,56,38,0,2,7,21.4,Low Risk,0,N/A
CUST-12229,Nova Cloud Analytics,Technology,Professional,1-Year,Electronic Check,2024-01,30,451.8,13931.72,24,23,5,2,4,57.4,Medium Risk,1,Low User Adoption
CUST-12230,Omni Cloud Analytics,Financial Services,Starter,1-Year,Electronic Check,2026-06,1,105.0,107.14,1,63,0,0,8,16.1,Low Risk,0,N/A
CUST-12231,Pinnacle Cloud Analytics,Healthcare,Professional,Month-to-Month,Credit Card,2025-07,7,488.93,3417.14,25,98,1,0,9,3.6,Low Risk,0,N/A
CUST-12232,Acro Cloud Analytics,Healthcare,Starter,Month-to-Month,Credit Card,2026-05,1,141.47,144.63,7,80,0,1,8,17.5,Low Risk,0,N/A
CUST-12233,Boreal Cloud Analytics,Financial Services,Starter,1-Year,Credit Card,2025-03,6,168.35,1011.6,9,85,4,0,5,27.9,Low Risk,1,Executive Leadership Turnover
CUST-12234,Cortex Cloud Analytics,Education,Professional,2-Year,Bank Transfer,2025-07,9,322.6,2921.89,5,21,4,0,8,27.9,Low Risk,0,N/A
CUST-12235,Equinox Cloud Analytics,Healthcare,Professional,Month-to-Month,Credit Card,2026-03,1,374.19,366.92,13,97,1,5,6,25.0,Low Risk,1,Executive Leadership Turnover
CUST-12236,Flux Cloud Analytics,Financial Services,Starter,1-Year,Credit Card,2025-04,16,156.11,2537.54,8,85,4,0,7,13.6,Low Risk,0,N/A
CUST-12237,Galactic Cloud Analytics,Financial Services,Professional,1-Year,Bank Transfer,2025-02,3,432.88,1262.61,20,33,4,1,8,67.9,High Risk,0,N/A
CUST-12238,Helix Cloud Analytics,Financial Services,Starter,1-Year,Credit Card,2024-05,13,159.15,2042.73,9,24,2,3,5,56.2,Medium Risk,1,Missing Core Feature
CUST-12239,Infini Cloud Analytics,E-Commerce,Starter,Month-to-Month,Credit Card,2025-11,7,189.95,1344.68,9,84,1,3,3,31.0,Low Risk,0,N/A
CUST-12240,Krypton Cloud Analytics,E-Commerce,Starter,1-Year,Credit Card,2024-03,5,182.43,885.41,8,74,1,0,4,17.5,Low Risk,1,Budget Reallocation / Price
CUST-12241,Matrix Cloud Analytics,Education,Starter,Month-to-Month,Electronic Check,2026-02,1,155.03,155.73,6,25,1,0,8,56.2,Medium Risk,0,N/A
CUST-12242,Neutron Cloud Analytics,Manufacturing,Professional,Month-to-Month,Credit Card,2026-01,6,560.09,3400.56,34,66,1,8,7,29.9,Low Risk,1,Poor Onboarding Experience
CUST-12243,Optima Cloud Analytics,Education,Enterprise,Month-to-Month,Bank Transfer,2025-02,12,1937.95,23092.21,140,71,1,1,4,35.4,Medium Risk,0,N/A
CUST-12244,Prism Cloud Analytics,Education,Starter,2-Year,Credit Card,2024-01,2,100.71,205.07,2,75,0,0,8,6.0,Low Risk,0,N/A
CUST-12245,Radiant Cloud Analytics,Technology,Starter,Month-to-Month,Credit Card,2025-10,4,118.18,487.89,3,94,0,0,10,4.3,Low Risk,0,N/A
CUST-12246,Solaris Cloud Analytics,E-Commerce,Starter,Month-to-Month,Credit Card,2025-10,6,193.17,1204.25,10,96,0,2,6,10.4,Low Risk,0,N/A
CUST-12247,Titan Cloud Analytics,Education,Starter,Month-to-Month,Credit Card,2025-08,12,118.13,1373.67,3,48,2,0,6,18.2,Low Risk,0,N/A
CUST-12248,Zenith Cloud Analytics,Education,Starter,1-Year,Credit Card,2024-12,3,124.38,384.14,5,39,0,14,10,12.5,Low Risk,0,N/A
CUST-12249,Strata Cloud Analytics,E-Commerce,Professional,1-Year,Credit Card,2025-03,13,416.95,5566.69,17,83,0,2,7,4.3,Low Risk,0,N/A
CUST-12250,Synapse Cloud Analytics,Financial Services,Starter,Month-to-Month,Credit Card,2024-02,26,125.79,3211.68,2,61,1,2,7,9.5,Low Risk,0,N/A
CUST-12251,Vortex Cloud Analytics,Manufacturing,Professional,2-Year,Credit Card,2025-05,7,427.04,2948.79,21,36,0,0,6,3.4,Low Risk,0,N/A
CUST-12252,Vector Cloud Analytics,Manufacturing,Professional,Month-to-Month,Credit Card,2024-08,11,448.79,5012.31,22,33,5,3,3,93.4,High Risk,1,Missing Core Feature
CUST-12253,Zenith Cloud Analytics,Technology,Enterprise,2-Year,Electronic Check,2024-09,14,1724.52,24329.58,115,69,3,2,8,2.8,Low Risk,0,N/A
CUST-12254,Aegis Cloud Analytics,Healthcare,Starter,Month-to-Month,Credit Card,2024-07,2,160.44,321.7,6,73,2,0,6,28.9,Low Risk,0,N/A
CUST-12255,Orion Cloud Analytics,Technology,Enterprise,Month-to-Month,Bank Transfer,2025-08,8,1226.48,10065.09,57,32,0,5,6,62.2,Medium Risk,0,N/A
CUST-12256,Apex Digital Analytics,Manufacturing,Enterprise,Month-to-Month,Bank Transfer,2025-08,3,1966.75,6008.27,143,23,3,5,7,71.1,High Risk,1,Low User Adoption
CUST-12257,Vanguard Digital Analytics,Financial Services,Professional,Month-to-Month,Bank Transfer,2025-03,4,391.17,1612.19,17,76,2,8,8,15.4,Low Risk,0,N/A
CUST-12258,Nexus Digital Analytics,Technology,Starter,Month-to-Month,Credit Card,2026-02,3,113.53,350.52,2,59,3,2,9,13.6,Low Risk,0,N/A
CUST-12259,Quantum Digital Analytics,E-Commerce,Professional,1-Year,Credit Card,2025-06,9,443.15,4110.71,21,74,4,1,6,26.9,Low Risk,0,N/A
CUST-12260,Hyperion Digital Analytics,Financial Services,Enterprise,Month-to-Month,Credit Card,2024-05,24,1408.72,32465.73,80,89,6,30,7,64.6,Medium Risk,0,N/A
CUST-12261,Aura Digital Analytics,Financial Services,Enterprise,Month-to-Month,Credit Card,2024-03,23,1838.87,40977.41,131,89,0,1,5,11.9,Low Risk,0,N/A
CUST-12262,Catalyst Digital Analytics,Financial Services,Enterprise,Month-to-Month,Bank Transfer,2025-12,7,1537.07,11020.57,93,59,1,8,2,51.2,Medium Risk,1,Low User Adoption
CUST-12263,Pulse Digital Analytics,Healthcare,Professional,2-Year,Bank Transfer,2026-02,4,508.26,2109.12,27,18,2,1,5,18.2,Low Risk,1,Budget Reallocation / Price
CUST-12264,Vertex Digital Analytics,Technology,Starter,Month-to-Month,Electronic Check,2024-08,8,130.73,1080.44,3,21,0,1,8,46.3,Medium Risk,0,N/A
CUST-12265,Starlight Digital Analytics,Education,Professional,Month-to-Month,Credit Card,2024-10,10,418.86,4064.64,20,73,3,1,5,35.4,Medium Risk,1,Missing Core Feature
CUST-12266,Beacon Digital Analytics,Technology,Starter,1-Year,Credit Card,2025-04,2,106.2,218.55,1,65,1,1,9,5.7,Low Risk,0,N/A
CUST-12267,Cobalt Digital Analytics,Financial Services,Professional,Month-to-Month,Credit Card,2024-10,3,399.11,1166.3,17,81,4,0,9,22.3,Low Risk,0,N/A
CUST-12268,Crest Digital Analytics,Healthcare,Starter,Month-to-Month,Credit Card,2025-02,2,138.02,278.37,3,55,3,2,7,28.9,Low Risk,0,N/A
CUST-12269,Elevation Digital Analytics,Financial Services,Starter,2-Year,Electronic Check,2024-10,15,188.17,2861.96,9,19,0,0,3,21.4,Low Risk,0,N/A
CUST-12270,Frontier Digital Analytics,Manufacturing,Professional,Month-to-Month,Credit Card,2026-04,2,550.16,1102.34,32,41,2,8,5,65.7,High Risk,1,Poor Onboarding Experience
CUST-12271,Horizon Digital Analytics,Financial Services,Starter,1-Year,Credit Card,2024-05,14,181.03,2582.83,8,84,2,3,5,14.8,Low Risk,1,Poor Onboarding Experience
CUST-12272,Integra Digital Analytics,Technology,Professional,2-Year,Credit Card,2025-06,4,323.22,1310.03,9,49,1,0,8,2.8,Low Risk,0,N/A
CUST-12273,Kinetic Digital Analytics,Healthcare,Enterprise,Month-to-Month,Electronic Check,2026-01,6,1489.32,9043.42,88,62,1,1,7,18.2,Low Risk,0,N/A
CUST-12274,Luminary Digital Analytics,E-Commerce,Professional,Month-to-Month,Bank Transfer,2024-11,17,502.85,8357.39,27,60,2,1,2,35.4,Medium Risk,1,Poor Onboarding Experience
CUST-12275,Meridian Digital Analytics,Education,Professional,Month-to-Month,Electronic Check,2025-03,1,328.96,319.81,9,54,2,3,2,65.7,High Risk,0,N/A
CUST-12276,Nova Digital Analytics,Financial Services,Starter,1-Year,Credit Card,2024-08,19,158.24,2911.31,7,72,3,30,8,27.9,Low Risk,0,N/A
CUST-12277,Omni Digital Analytics,E-Commerce,Enterprise,1-Year,Credit Card,2026-04,3,1046.09,3260.41,37,66,3,1,7,13.6,Low Risk,0,N/A
CUST-12278,Pinnacle Digital Analytics,Financial Services,Starter,2-Year,Credit Card,2026-06,2,99.4,204.34,1,70,1,0,5,11.4,Low Risk,0,N/A
CUST-12279,Acro Digital Analytics,Education,Starter,Month-to-Month,Credit Card,2025-11,8,178.08,1397.49,9,18,0,5,9,38.9,Medium Risk,1,Low User Adoption
CUST-12280,Boreal Digital Analytics,Financial Services,Professional,Month-to-Month,Bank Transfer,2024-09,2,465.71,900.51,23,77,1,2,8,14.8,Low Risk,0,N/A
CUST-12281,Cortex Digital Analytics,Education,Starter,Month-to-Month,Bank Transfer,2025-12,5,134.66,669.22,4,78,0,3,4,35.4,Medium Risk,1,Budget Reallocation / Price
CUST-12282,Equinox Digital Analytics,Manufacturing,Starter,Month-to-Month,Credit Card,2024-01,31,184.13,5570.0,9,29,1,0,7,25.0,Low Risk,0,N/A
CUST-12283,Flux Digital Analytics,E-Commerce,Professional,Month-to-Month,Bank Transfer,2026-01,4,345.26,1366.47,9,24,6,8,7,85.2,High Risk,1,Low User Adoption
CUST-12284,Galactic Digital Analytics,Education,Enterprise,Month-to-Month,Credit Card,2025-08,10,1538.87,15068.6,95,62,5,0,6,48.8,Medium Risk,0,N/A
CUST-12285,Helix Digital Analytics,Education,Starter,Month-to-Month,Bank Transfer,2025-05,6,190.35,1159.43,10,51,3,2,8,18.2,Low Risk,0,N/A
CUST-12286,Infini Digital Analytics,Healthcare,Professional,Month-to-Month,Electronic Check,2025-03,17,498.89,8354.48,26,97,5,0,8,28.9,Low Risk,0,N/A
CUST-12287,Krypton Digital Analytics,Technology,Professional,Month-to-Month,Electronic Check,2025-04,10,482.47,4888.31,27,52,0,0,5,40.1,Medium Risk,0,N/A
CUST-12288,Matrix Digital Analytics,E-Commerce,Professional,Month-to-Month,Bank Transfer,2025-05,12,514.8,6268.14,29,85,0,14,5,35.4,Medium Risk,0,N/A
CUST-12289,Neutron Digital Analytics,Healthcare,Starter,1-Year,Bank Transfer,2024-10,1,125.0,125.76,2,37,1,45,7,59.9,Medium Risk,1,Missing Core Feature
CUST-12290,Optima Digital Analytics,Technology,Starter,2-Year,Credit Card,2026-03,2,126.3,248.2,2,60,1,1,8,5.0,Low Risk,0,N/A
CUST-12291,Prism Digital Analytics,E-Commerce,Professional,1-Year,Credit Card,2026-05,1,360.1,373.2,13,56,0,0,8,16.1,Low Risk,0,N/A
CUST-12292,Radiant Digital Analytics,Technology,Starter,1-Year,Bank Transfer,2026-02,5,148.94,740.67,5,61,1,0,8,7.9,Low Risk,0,N/A
CUST-12293,Solaris Digital Analytics,Healthcare,Enterprise,Month-to-Month,Credit Card,2024-10,5,1834.64,9454.16,129,29,2,0,9,21.4,Low Risk,0,N/A
CUST-12294,Titan Digital Analytics,Education,Starter,Month-to-Month,Bank Transfer,2026-04,3,132.29,401.46,2,86,0,2,10,7.6,Low Risk,1,Low User Adoption
CUST-12295,Zenith Digital Analytics,Education,Starter,Month-to-Month,Credit Card,2024-07,4,163.71,632.32,7,88,0,2,8,10.4,Low Risk,0,N/A
CUST-12296,Strata Digital Analytics,Healthcare,Starter,1-Year,Credit Card,2024-04,15,173.75,2513.22,7,34,0,1,9,11.4,Low Risk,0,N/A
CUST-12297,Synapse Digital Analytics,Financial Services,Enterprise,Month-to-Month,Electronic Check,2024-07,23,1065.39,25019.0,37,85,4,0,3,32.1,Low Risk,0,N/A
CUST-12298,Vortex Digital Analytics,Financial Services,Starter,1-Year,Credit Card,2024-01,25,92.92,2408.14,1,46,0,3,8,8.7,Low Risk,0,N/A
CUST-12299,Vector Digital Analytics,Technology,Starter,Month-to-Month,Bank Transfer,2025-11,8,173.62,1384.43,9,73,0,3,6,34.3,Low Risk,0,N/A
CUST-12300,Zenith Digital Analytics,Healthcare,Starter,Month-to-Month,Credit Card,2026-03,2,166.46,342.32,7,78,5,1,3,64.6,Medium Risk,0,N/A
CUST-12301,Aegis Digital Analytics,Education,Enterprise,2-Year,Credit Card,2026-04,1,1019.04,983.2,34,39,2,2,7,5.0,Low Risk,0,N/A
CUST-12302,Orion Digital Analytics,E-Commerce,Enterprise,1-Year,Bank Transfer,2026-06,2,931.98,1826.36,25,65,2,0,8,13.6,Low Risk,0,N/A
CUST-12303,Apex Bio Analytics,Education,Professional,1-Year,Bank Transfer,2026-03,1,306.26,304.32,5,18,1,5,2,70.1,High Risk,1,Low User Adoption
CUST-12304,Vanguard Bio Analytics,Healthcare,Starter,Month-to-Month,Credit Card,2024-11,18,130.54,2291.95,5,77,0,8,8,18.2,Low Risk,0,N/A
CUST-12305,Nexus Bio Analytics,Education,Starter,1-Year,Electronic Check,2025-04,6,160.23,933.8,8,33,1,8,9,16.8,Low Risk,0,N/A
CUST-12306,Quantum Bio Analytics,Financial Services,Professional,Month-to-Month,Electronic Check,2024-04,7,399.99,2903.83,15,94,2,8,10,6.6,Low Risk,0,N/A
CUST-12307,Hyperion Bio Analytics,Financial Services,Professional,Month-to-Month,Credit Card,2025-06,4,358.74,1399.66,10,85,2,0,9,3.6,Low Risk,0,N/A
CUST-12308,Aura Bio Analytics,Healthcare,Professional,Month-to-Month,Bank Transfer,2024-12,17,306.53,5202.51,6,54,1,8,6,29.9,Low Risk,0,N/A
CUST-12309,Catalyst Bio Analytics,Education,Starter,1-Year,Bank Transfer,2025-01,8,148.08,1175.13,7,28,1,1,4,40.1,Medium Risk,0,N/A
CUST-12310,Pulse Bio Analytics,Technology,Starter,Month-to-Month,Bank Transfer,2026-01,3,167.57,511.21,9,47,2,1,4,50.0,Medium Risk,1,Budget Reallocation / Price
CUST-12311,Vertex Bio Analytics,Education,Starter,Month-to-Month,Bank Transfer,2024-10,13,100.04,1290.08,2,18,3,5,3,76.9,High Risk,1,Competitor Migration
CUST-12312,Starlight Bio Analytics,Education,Starter,1-Year,Bank Transfer,2024-12,9,143.46,1265.88,6,37,2,1,5,17.5,Low Risk,0,N/A
CUST-12313,Beacon Bio Analytics,Healthcare,Professional,1-Year,Bank Transfer,2026-05,3,340.6,1009.88,7,49,1,1,10,5.7,Low Risk,0,N/A
CUST-12314,Cobalt Bio Analytics,E-Commerce,Professional,2-Year,Electronic Check,2024-03,20,289.31,5656.84,5,67,1,0,7,1.3,Low Risk,0,N/A
